,id,decision,date,buying_price,median_price_zipcode,selling_price_suggestion,expected_profit,condition,zipcode,dist_fromlake,yr_built,yr_renovated,bedrooms,bathrooms,sqft_living,sqft_above,sqft_lot,sqft_basement,floors,waterfront,grade,lat,long,query,road,house_number,neighbourhood,city,county,state,season,med_autumn,med_spring,med_summer,med_winter,season_to_sell
13308,3083000355,1,2014-12-04,385000.0,457500.0,500500.0,115500.0,3,98144,7.598969212948822,1950,0,5,2.0,2020,2020,4000,0,2.0,0,7,47.5799,-122.305,"47.5799,-122.305",21st Avenue South,2602,,Seattle,King County,Washington,autumn,425000.0,460000.0,490000.0,474500.0,autumn spring summer winter 
13309,4167700240,1,2014-12-04,268450.0,268500.0,348985.0,80535.0,4,98023,35.85479507429407,1963,0,5,2.25,2200,1100,9600,1100,1.0,0,7,47.3263,-122.364,"47.3263,-122.364",Southwest 307th Street,2403,Marine View Demarwood,,King County,Washington,autumn,266000.0,275000.0,260000.0,272000.0,spring winter 
13310,7452500340,1,2014-12-04,265000.0,396587.5,344500.0,79500.0,3,98126,15.876913168531425,1950,0,3,1.0,1080,1080,4930,0,1.0,0,6,47.5209,-122.374,"47.5209,-122.374",32nd Avenue Southwest,9210,High Point,Seattle,King County,Washington,autumn,382000.0,405000.0,379900.0,441000.0,autumn spring summer winter 
13311,1338801060,1,2014-12-04,560000.0,920000.0,728000.0,168000.0,3,98112,3.5853329320976743,1926,0,4,1.5,1810,1810,3400,0,2.0,0,8,47.6264,-122.302,"47.6264,-122.302",23rd Avenue East,814,,Seattle,King County,Washington,autumn,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
13312,3211000040,1,2014-12-04,255000.0,435000.0,331500.0,76500.0,3,98059,19.207226768117927,1959,0,3,1.5,1020,1020,11410,0,1.0,0,7,47.4811,-122.162,"47.4811,-122.162",Southeast 2nd Place,4215,South Union,,King County,Washington,autumn,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
13313,8155750010,1,2014-12-04,237000.0,282755.0,308100.0,71100.0,3,98030,28.738418728156375,1998,0,3,2.0,1290,1290,7952,0,1.0,0,7,47.3867,-122.19,"47.3867,-122.19",113th Place Southeast,24007,,,King County,Washington,autumn,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
13315,5029450850,1,2014-12-04,205000.0,268500.0,266500.0,61500.0,5,98023,40.142379859153465,1980,0,3,1.75,1420,820,6980,600,1.0,0,7,47.2873,-122.367,"47.2873,-122.367",Southwest 351st Street,2627,,,King County,Washington,autumn,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
13317,7950300775,1,2014-12-04,350000.0,370000.0,455000.0,105000.0,3,98118,8.363456417409143,1911,0,1,1.0,790,790,4590,0,1.0,0,6,47.5677,-122.285,"47.5677,-122.285",38th Avenue South,4006,Columbia City,Seattle,King County,Washington,autumn,351400.0,421000.0,358000.0,350000.0,autumn spring summer winter 
13318,6163901381,1,2014-12-04,295000.0,379975.0,383500.0,88500.0,5,98155,13.360051962001704,1951,0,3,1.0,1000,1000,8320,0,1.0,0,6,47.7548,-122.316,"47.7548,-122.316",12th Avenue Northeast,,North City,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13321,567000660,1,2014-12-04,425000.0,457500.0,552500.0,127500.0,3,98144,5.807849095259749,1977,0,4,2.0,1490,1110,5300,380,1.0,0,7,47.5949,-122.296,"47.5949,-122.296",29th Avenue South,831,,Seattle,King County,Washington,autumn,425000.0,460000.0,490000.0,474500.0,autumn spring summer winter 
13323,1025049254,1,2014-12-04,458000.0,675000.0,595400.0,137400.0,3,98105,3.4275596049389314,2006,0,3,4.0,1390,1150,1569,240,2.0,0,9,47.671,-122.269,"47.671,-122.269",55th Avenue Northeast,5821,Hawthorne Hills,Seattle,King County,Washington,autumn,623000.0,725000.0,675000.0,665000.0,autumn spring summer winter 
13328,7785000010,1,2014-12-04,750000.0,993750.0,975000.0,225000.0,4,98040,7.789481586743392,1963,0,5,2.25,2020,1010,8400,1010,1.0,0,7,47.5763,-122.219,"47.5763,-122.219",90th Avenue Southeast,3754,Fortuna,,King County,Washington,autumn,1070000.0,1081000.0,940000.0,1049000.0,autumn spring summer winter 
13330,1771110550,1,2014-12-04,320000.0,652475.0,416000.0,96000.0,4,98077,18.966284026394924,1971,0,3,1.0,1330,1330,9540,0,1.0,0,7,47.758,-122.075,"47.758,-122.075",Northeast 179th Street,19659,,,King County,Washington,autumn,640000.0,610000.0,727500.0,681000.0,autumn spring summer winter 
13331,6072100490,1,2014-12-04,527500.0,762684.5,685750.0,158250.0,5,98006,12.450515835429206,1973,0,4,2.25,2270,1310,8480,960,1.0,0,8,47.5448,-122.174,"47.5448,-122.174",Southeast 65th Street,12514,,Bellevue,King County,Washington,autumn,765000.0,755000.0,760000.0,791270.5,autumn spring summer winter 
13334,1321970240,1,2014-12-04,265000.0,309780.0,344500.0,79500.0,3,98092,36.26707703199913,2001,0,4,2.5,2040,2040,4443,0,2.0,0,8,47.3182,-122.189,"47.3182,-122.189",115th Avenue Southeast,31613,,,King County,Washington,autumn,312500.0,323000.0,303975.0,298900.0,autumn spring summer winter 
13335,2616700560,1,2014-12-04,250000.0,260000.0,325000.0,75000.0,3,98001,34.61660530980585,1985,0,3,2.0,1660,1010,13085,650,1.0,0,7,47.3298,-122.277,"47.3298,-122.277",46th Avenue South,30111,,,King County,Washington,autumn,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
13336,4151800375,1,2014-12-04,660000.0,678350.0,858000.0,198000.0,4,98033,5.034259429651918,1942,0,2,1.0,960,960,6263,0,1.0,0,6,47.6646,-122.202,"47.6646,-122.202",103rd Avenue Northeast,6508,Houghton,,King County,Washington,autumn,649800.0,698000.0,675000.0,725000.0,spring summer winter 
13337,1865800250,1,2014-12-04,147500.0,291500.0,191750.0,44250.0,3,98042,31.43629319935305,1969,0,3,1.75,1010,1010,6552,0,1.0,0,7,47.375,-122.117,"47.375,-122.117",168th Place Southeast,25238,,,King County,Washington,autumn,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
13340,9126101740,1,2014-12-04,490000.0,572000.0,637000.0,147000.0,3,98122,4.861733272236247,1997,0,8,5.0,2800,1880,2580,920,2.0,0,8,47.6086,-122.303,"47.6086,-122.303",23rd Avenue,717,,Seattle,King County,Washington,autumn,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
13341,6135300010,1,2014-12-04,248000.0,379975.0,322400.0,74400.0,3,98155,15.255580638156706,1953,0,2,1.0,700,700,8301,0,1.0,0,6,47.7712,-122.323,"47.7712,-122.323",7th Avenue Northeast,19530,,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13342,3819800580,1,2014-12-04,400000.0,470000.0,520000.0,120000.0,3,98011,9.653843128783873,1982,0,4,2.0,2070,2070,10800,0,2.0,0,7,47.7264,-122.237,"47.7264,-122.237",Northeast 140th Street,7812,,,King County,Washington,autumn,452000.0,478500.0,460000.0,512500.0,autumn spring summer winter 
13343,8651443190,1,2014-12-04,199500.0,291500.0,259350.0,59850.0,4,98042,33.27896514206994,1977,0,3,1.75,1160,1160,5200,0,1.0,0,7,47.3643,-122.09,"47.3643,-122.09",189th Avenue Southeast,26425,Covington Woods,,King County,Washington,autumn,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
13351,4410600100,1,2014-12-04,325088.0,342500.0,422614.4,97526.40000000002,3,98108,11.566452820738302,1954,0,4,1.0,1400,1000,6739,400,1.0,0,7,47.5402,-122.298,"47.5402,-122.298",27th Avenue South,,Holly Park,Seattle,King County,Washington,autumn,340000.0,355000.0,339000.0,380000.0,autumn spring summer winter 
13355,8086000201,1,2014-12-04,875000.0,1155000.0,1137500.0,262500.0,4,98004,4.142803391259334,1953,0,3,2.5,1820,1820,6848,0,1.0,0,7,47.6287,-122.207,"47.6287,-122.207",100th Avenue Northeast,,,Bellevue,King County,Washington,autumn,1116500.0,1190000.0,1014250.0,1398000.0,autumn spring summer winter 
13356,871000515,1,2014-12-05,567500.0,690000.0,737750.0,170250.0,3,98199,10.977538958261135,1939,0,2,1.5,1350,1070,4592,280,1.0,0,7,47.6511,-122.405,"47.6511,-122.405",37th Avenue West,3419,Lawton Park,Seattle,King County,Washington,autumn,650000.0,730000.0,735000.0,606000.0,autumn spring summer winter 
13358,3356403820,1,2014-12-05,115000.0,260000.0,149500.0,34500.0,3,98001,39.67380203529073,1913,0,2,1.0,1000,1000,16524,0,1.0,0,5,47.2841,-122.255,"47.2841,-122.255",Main Street,505,,,King County,Washington,autumn,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
13361,5589900400,1,2014-12-05,338000.0,379975.0,439400.0,101400.0,4,98155,12.558785431773098,1951,0,4,1.5,1790,1790,17925,0,1.0,0,6,47.7501,-122.302,"47.7501,-122.302",Northeast 168th Street,2514,Briarcrest,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13364,162500030,1,2014-12-05,324000.0,375000.0,421200.0,97200.0,4,98133,15.14961747006948,1957,0,3,1.0,1160,1160,7202,0,1.0,0,7,47.7675,-122.334,"47.7675,-122.334",Bagley Avenue North,19099,,Shoreline,King County,Washington,autumn,362500.0,400000.0,358401.5,415000.0,autumn spring summer winter 
13365,8649900160,1,2014-12-05,692500.0,739999.0,900250.0,207750.0,3,98075,18.506847134189318,1991,0,4,3.0,2820,2820,11500,0,2.0,0,10,47.5826,-122.028,"47.5826,-122.028",233rd Place Southeast,3105,,,King County,Washington,autumn,707500.0,742000.0,739900.0,763000.0,autumn spring summer winter 
13368,3582700070,1,2014-12-05,356500.0,445000.0,463450.0,106950.0,3,98028,11.40826437663447,1959,0,4,1.75,1570,1170,9670,400,1.0,0,7,47.7432,-122.248,"47.7432,-122.248",70th Avenue Northeast,15827,,,King County,Washington,autumn,442000.0,449975.0,425000.0,447500.0,autumn spring summer winter 
13370,9826701794,1,2014-12-05,390000.0,572000.0,507000.0,117000.0,3,98122,5.2334807604691695,2001,0,3,3.0,1550,1280,1608,270,2.0,0,8,47.6042,-122.303,"47.6042,-122.303",East Alder Street,2219,Little Saigon,Seattle,King County,Washington,autumn,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
13371,4222100280,1,2014-12-05,239999.0,269000.0,311998.7,71999.70000000001,3,98003,33.01344515955005,1967,0,3,2.75,1740,1140,8436,600,1.0,0,7,47.3456,-122.305,"47.3456,-122.305",South 285th Street,2125,,,King County,Washington,autumn,261000.0,280000.0,261000.0,265000.0,autumn spring summer winter 
13372,326069101,1,2014-12-05,515000.0,652475.0,669500.0,154500.0,3,98077,22.646356481670182,1986,0,3,2.5,2130,2130,219978,0,2.0,0,8,47.7754,-122.032,"47.7754,-122.032",230th Avenue Northeast,20274,,,King County,Washington,autumn,640000.0,610000.0,727500.0,681000.0,autumn spring summer winter 
13373,5420300240,1,2014-12-05,270000.0,282755.0,351000.0,81000.0,3,98030,29.925557774594573,1984,0,3,1.75,1800,1470,7763,330,1.0,0,6,47.3766,-122.184,"47.3766,-122.184",118th Avenue Southeast,25114,,,King County,Washington,autumn,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
13375,1115810060,1,2014-12-05,585188.0,615000.0,760744.4,175556.40000000002,3,98052,8.387561895468899,1975,0,3,2.25,2230,1430,10026,800,1.0,0,8,47.6647,-122.153,"47.6647,-122.153",140th Place Northeast,,,,King County,Washington,autumn,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
13376,7579200715,1,2014-12-05,400000.0,562750.0,520000.0,120000.0,5,98116,13.031005266922804,1918,0,3,1.75,1860,1300,5750,560,1.5,0,6,47.5586,-122.383,"47.5586,-122.383",40th Avenue Southwest,4823,Morgan Junction,Seattle,King County,Washington,autumn,531250.0,567750.0,580000.0,567500.0,autumn spring summer winter 
13383,5095400630,1,2014-12-05,360000.0,435000.0,468000.0,108000.0,3,98059,23.373419608402475,1977,0,4,1.75,1750,1220,18810,530,1.0,0,7,47.4719,-122.074,"47.4719,-122.074",201st Avenue Southeast,14525,,,King County,Washington,autumn,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
13385,49500090,1,2014-12-05,372000.0,435000.0,483600.0,111600.0,4,98059,15.828966337743442,1962,0,4,1.5,1780,1780,7914,0,1.5,0,7,47.5142,-122.163,"47.5142,-122.163",Vashon Court Northeast,2520,Glencoe,,King County,Washington,autumn,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
13386,8123710070,1,2014-12-05,559500.0,615000.0,727350.0,167850.0,3,98052,13.90043292282684,1984,0,3,2.25,2150,2150,9250,0,2.0,0,8,47.7179,-122.113,"47.7179,-122.113",Northeast 131st Place,17198,,,King County,Washington,autumn,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
13387,5255200220,1,2014-12-05,405000.0,470000.0,526500.0,121500.0,3,98011,14.952949412228978,1965,0,3,1.75,2020,2020,8531,0,1.0,0,7,47.7691,-122.199,"47.7691,-122.199",Northeast 195th Street,10604,,,King County,Washington,autumn,452000.0,478500.0,460000.0,512500.0,autumn spring summer winter 
13389,4263200030,1,2014-12-05,299500.0,457500.0,389350.0,89850.0,3,98144,8.233139413907294,1958,0,3,1.0,1280,1280,6726,0,1.0,0,6,47.5724,-122.301,"47.5724,-122.301",25th Avenue South,3421,,Seattle,King County,Washington,autumn,425000.0,460000.0,490000.0,474500.0,autumn spring summer winter 
13390,2915200210,1,2014-12-05,500000.0,554000.0,650000.0,150000.0,4,98177,10.04581522701748,1922,0,2,1.0,680,680,5250,0,1.0,0,6,47.7013,-122.359,"47.7013,-122.359",Northwest 100th Street,123,,Seattle,King County,Washington,autumn,525300.0,587500.0,525050.0,557500.0,autumn spring summer winter 
13391,16000397,1,2014-12-05,189000.0,235000.0,245700.0,56700.0,4,98002,37.0999922207527,1921,0,2,1.0,1200,1200,9850,0,1.0,0,7,47.3089,-122.21,"47.3089,-122.21",Pike Street Northeast,19,,,King County,Washington,autumn,236500.0,234000.0,231750.0,235000.0,autumn spring summer winter 
13394,7169500020,1,2014-12-05,510000.0,570000.0,663000.0,153000.0,3,98115,5.072239431240811,2005,0,2,2.25,1470,1340,1101,130,2.0,0,8,47.6768,-122.301,"47.6768,-122.301",25th Avenue Northeast,6533,Ravenna,Seattle,King County,Washington,autumn,552500.0,595000.0,550000.0,580000.0,autumn spring summer winter 
13395,7760400350,1,2014-12-05,232000.0,291500.0,301600.0,69600.0,3,98042,33.02824596873583,1994,0,3,2.0,1280,1280,13356,0,1.0,0,7,47.3715,-122.074,"47.3715,-122.074",201st Avenue Southeast,25815,Shire Hills,,King County,Washington,autumn,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
13401,2250000010,1,2014-12-05,294450.0,379975.0,382785.0,88335.0,3,98155,13.30414708251936,1961,0,4,2.25,1400,1300,7341,100,1.0,0,7,47.7565,-122.305,"47.7565,-122.305",22nd Avenue Northeast,17708,North City,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13403,2592400470,1,2014-12-05,438000.0,446000.0,569400.0,131400.0,4,98034,10.903078343789149,1974,0,5,2.5,1990,1990,6840,0,2.0,0,7,47.7162,-122.166,"47.7162,-122.166",131st Avenue Northeast,12908,,,King County,Washington,autumn,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
13406,3205000050,1,2014-12-05,358000.0,380000.0,465400.0,107400.0,4,98056,12.785259005099599,1960,0,3,1.0,890,890,9870,0,1.0,0,7,47.5398,-122.178,"47.5398,-122.178",121st Place Southeast,7022,,,King County,Washington,autumn,376500.0,387000.0,377000.0,375000.0,autumn spring summer winter 
13408,4048400070,1,2014-12-05,320000.0,435000.0,416000.0,96000.0,4,98059,23.223203278261757,1930,0,2,1.0,1070,1070,32633,0,1.0,0,6,47.4716,-122.078,"47.4716,-122.078",196th Avenue Southeast,14602,,,King County,Washington,autumn,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
13410,567000755,1,2014-12-05,450000.0,457500.0,585000.0,135000.0,3,98144,6.034250652896027,2001,0,2,3.0,1790,1400,1709,390,2.0,0,7,47.5926,-122.296,"47.5926,-122.296",Bradner Place South,1154,,Seattle,King County,Washington,autumn,425000.0,460000.0,490000.0,474500.0,spring summer winter 
13412,8005100571,1,2014-12-05,215000.0,279500.0,279500.0,64500.0,4,98022,52.14588045023596,1925,0,2,1.0,1480,1120,5325,360,1.0,0,7,47.2079,-121.993,"47.2079,-121.993",Washington Avenue,1730,,,King County,Washington,autumn,273500.0,289000.0,285000.0,282500.0,autumn spring summer winter 
13413,2887701940,1,2014-12-05,485000.0,570000.0,630500.0,145500.0,3,98115,6.350531445944678,1929,0,2,1.75,2060,1030,2700,1030,1.0,0,7,47.6856,-122.312,"47.6856,-122.312",15th Avenue Northeast,7722,,Seattle,King County,Washington,autumn,552500.0,595000.0,550000.0,580000.0,autumn spring summer winter 
13417,5550300175,1,2014-12-06,285000.0,396587.5,370500.0,85500.0,4,98126,14.91338964560467,1943,0,2,1.0,720,720,6400,0,1.0,0,6,47.5286,-122.368,"47.5286,-122.368",28th Avenue Southwest,8146,High Point,Seattle,King County,Washington,autumn,382000.0,405000.0,379900.0,441000.0,autumn spring summer winter 
13418,952004570,1,2014-12-06,320000.0,396587.5,416000.0,96000.0,3,98126,12.327821701742632,1911,0,2,1.0,1140,1140,3834,0,1.5,0,6,47.5642,-122.378,"47.5642,-122.378",Fauntleroy Way Southwest,4425,,Seattle,King County,Washington,autumn,382000.0,405000.0,379900.0,441000.0,autumn spring summer winter 
13421,2125410210,1,2014-12-06,430000.0,446000.0,559000.0,129000.0,4,98034,10.437956443824477,1987,0,3,2.25,2160,1580,6527,580,2.0,0,7,47.7292,-122.212,"47.7292,-122.212",97th Avenue Northeast,14137,Maple Glen,,King County,Washington,autumn,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
13423,9528102996,1,2014-12-07,549000.0,570000.0,713700.0,164700.0,3,98115,6.032109823619068,2014,0,3,1.75,1540,1540,1044,0,3.0,0,8,47.6765,-122.32,"47.6765,-122.32",8th Avenue Northeast,6595,,Seattle,King County,Washington,autumn,552500.0,595000.0,550000.0,580000.0,autumn spring summer winter 
13427,1773100922,1,2014-12-08,315000.0,315000.0,409500.0,94500.0,3,98106,12.274262166764728,2013,0,3,3.25,1480,1180,983,300,2.0,0,8,47.5555,-122.363,"47.5555,-122.363",Delridge Way Southwest,5071,,Seattle,King County,Washington,autumn,315000.0,312250.0,315000.0,325000.0,autumn summer winter 
13429,6873000150,1,2014-12-08,465000.0,615000.0,604500.0,139500.0,3,98052,11.042799598520249,2009,0,2,2.25,1390,1340,1222,50,3.0,0,7,47.6754,-122.121,"47.6754,-122.121",164th Avenue Northeast,8110,,,King County,Washington,autumn,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
13430,2558660270,1,2014-12-08,370000.0,446000.0,481000.0,111000.0,3,98034,11.217464327747651,1976,0,3,1.75,1580,1180,7000,400,1.0,0,7,47.7209,-122.168,"47.7209,-122.168",129th Place Northeast,13415,,,King County,Washington,autumn,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
13431,3603000410,1,2014-12-08,174950.0,266125.0,227435.0,52485.0,3,98198,28.816070775755595,1950,1985,2,1.0,730,730,6000,0,1.0,0,6,47.3832,-122.3,"47.3832,-122.3",26th Place South,24251,Highline,,King County,Washington,autumn,262500.0,257950.0,269900.0,275000.0,autumn spring summer winter 
13434,2206700280,1,2014-12-08,390000.0,762684.5,507000.0,117000.0,4,98006,12.456256079326964,1956,0,3,1.5,1000,1000,13991,0,1.0,0,7,47.5643,-122.138,"47.5643,-122.138",151st Avenue Southeast,4598,,Bellevue,King County,Washington,autumn,765000.0,755000.0,760000.0,791270.5,autumn spring summer winter 
13439,4037200690,1,2014-12-08,458450.0,545000.0,595985.0,137535.0,4,98008,11.082174882035204,1957,0,4,1.0,1330,970,9715,360,1.0,0,7,47.6038,-122.122,"47.6038,-122.122",Southeast 7th Street,16301,,Bellevue,King County,Washington,autumn,529219.0,550000.0,563750.0,542000.0,autumn spring summer winter 
13448,1726069084,1,2014-12-08,465000.0,652475.0,604500.0,139500.0,4,98077,17.307254087381867,1961,0,4,1.75,1810,1810,21650,0,2.0,0,7,47.7358,-122.076,"47.7358,-122.076",Bear Creek Road Northeast,14758,,,King County,Washington,autumn,640000.0,610000.0,727500.0,681000.0,autumn spring summer winter 
13449,6099400293,1,2014-12-08,208000.0,235000.0,270400.0,62400.0,3,98168,18.69445496361037,1951,0,2,1.0,960,960,13438,0,1.0,0,7,47.4745,-122.295,"47.4745,-122.295",South 144th Street,2918,,,King County,Washington,autumn,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
13450,5460900120,1,2014-12-08,989900.0,993750.0,1286870.0,296970.0,5,98040,8.115001087466018,1963,0,5,2.25,3320,1660,11350,1660,1.0,0,8,47.5749,-122.213,"47.5749,-122.213",96th Avenue Southeast,3912,Fortuna,,King County,Washington,autumn,1070000.0,1081000.0,940000.0,1049000.0,autumn spring winter 
13453,2115510160,1,2014-12-08,258950.0,268500.0,336635.0,77685.0,3,98023,37.1482438237031,1985,0,3,1.75,1440,1440,8050,0,1.0,0,8,47.3187,-122.39,"47.3187,-122.39",45th Place Southwest,31606,Twin Lakes,,King County,Washington,autumn,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
